variable,coef,model
kitchenette,-0.11262049137837622,Baseline_LR
know,0.039921977762354004,Baseline_LR
known,0.28481214617262796,Baseline_LR
krk,0.27885065654961205,Baseline_LR
kukui,-0.13424640135608756,Baseline_LR
la,0.28768017262008533,Baseline_LR
lacalut,0.05968630589682599,Baseline_LR
lacanche,0.03843375181258306,Baseline_LR
lacura,0.0480988430250649,Baseline_LR
lake,-0.008275911097569227,Baseline_LR
lalique,-0.17939777823011585,Baseline_LR
lamona,0.02266564060698035,Baseline_LR
lap,0.07943612772691232,Baseline_LR
larder,-0.7313482138081632,Baseline_LR
large,0.08656561746930656,Baseline_LR
laundromat,0.014045587713006956,Baseline_LR
lavander,0.14227832272378532,Baseline_LR
lavender,-0.022811512176758073,Baseline_LR
leading,-0.3043247803169779,Baseline_LR
leather,-0.07807975912152657,Baseline_LR
leave,-0.1485517133214648,Baseline_LR
lec,0.3171244233133501,Baseline_LR
legit,-0.08668119410131196,Baseline_LR
leisure,0.7071616793444131,Baseline_LR
level,0.28266081742848326,Baseline_LR
lewis,-0.9298672568596698,Baseline_LR
lg,-0.07521839570561394,Baseline_LR
lidl,0.020946409784436078,Baseline_LR
liebherr,-0.08093159662593215,Baseline_LR
like,0.4242417540358268,Baseline_LR
lily,-0.2640641369036616,Baseline_LR
linens,0.11266411945229356,Baseline_LR
liquid,-0.26723074510611616,Baseline_LR
listing,0.00511729249234683,Baseline_LR
living,-7.809495018431403e-05,Baseline_LR
local,-0.09920735230243498,Baseline_LR
located,0.17688807707579998,Baseline_LR
lock,-0.0511562161625604,Baseline_LR
lockbox,0.08061103308069578,Baseline_LR
logik,-0.12786823063335165,Baseline_LR
login,-0.17824706203674098,Baseline_LR
logitech,-0.4085519225252653,Baseline_LR
london,-0.4078651057318905,Baseline_LR
long,0.009459302094549944,Baseline_LR
loreal,0.05382125392824066,Baseline_LR
lot,-0.01561448639204932,Baseline_LR
love,0.7470809151727964,Baseline_LR
lovely,-0.040602241700678124,Baseline_LR
luggage,-0.019736430361545685,Baseline_LR
lush,-1.09837571083259,Baseline_LR
luxe,-0.02671689557648286,Baseline_LR
luxury,0.14553918214397088,Baseline_LR
machine,-0.17899181826439187,Baseline_LR
mainstream,0.21187107021684592,Baseline_LR
maker,-0.45476590938518846,Baseline_LR
manson,0.04245194656413303,Baseline_LR
marantz,-0.10961088067947437,Baseline_LR
marks,-0.1452118525932365,Baseline_LR
marshall,-0.05381464284632449,Baseline_LR
marula,0.04296962572026717,Baseline_LR
mason,0.01067919268201706,Baseline_LR
master,0.07816398025423006,Baseline_LR
maui,0.03310883927587049,Baseline_LR
max,0.03710140227147564,Baseline_LR
mbps,0.020810860792295383,Baseline_LR
mega,-0.1560067629576798,Baseline_LR
megaboom,0.2525421286200189,Baseline_LR
meile,-0.3480542958857311,Baseline_LR
meraki,-0.0062175605549496605,Baseline_LR
mic440vtx,-0.11981180505096917,Baseline_LR
microwave,-0.015739693716219142,Baseline_LR
miel,0.7697635085981168,Baseline_LR
miele,-0.060208610994833295,Baseline_LR
mielle,-0.443449012145884,Baseline_LR
milk,0.00883355047148422,Baseline_LR
miller,0.09152401503331331,Baseline_LR
milton,-0.03565725283060622,Baseline_LR
mini,0.05307561101479554,Baseline_LR
miniature,-0.3050902578394069,Baseline_LR
miniatures,-0.20170228448634853,Baseline_LR
miniml,0.8099329082096589,Baseline_LR
miracle,0.05008607377730525,Baseline_LR
mixed,0.13702685084129773,Baseline_LR
modern,-0.1469509381204116,Baseline_LR
moist,-0.1086378967388334,Baseline_LR
moisture,0.04721962176911127,Baseline_LR
molten,1.0639063891255713,Baseline_LR
molton,0.4275365734341023,Baseline_LR
moment,0.15963499193769062,Baseline_LR
monitor,-0.33087494003871915,Baseline_LR
monoxide,0.0005821101132123998,Baseline_LR
morocco,0.022686696991240738,Baseline_LR
morphy,-0.013499850500374055,Baseline_LR
mosquito,0.03450509919212555,Baseline_LR
multi,0.09714444892018392,Baseline_LR
multiple,0.08657619195545534,Baseline_LR
music,0.4566375973949604,Baseline_LR
na,0.07546204479169415,Baseline_LR
nad,0.06218418827565139,Baseline_LR
naim,0.05466384677644178,Baseline_LR
natural,0.06208666870236113,Baseline_LR
naturals,0.0020612568867789532,Baseline_LR
nature,-0.07913158960456054,Baseline_LR
neal,0.049486243872655995,Baseline_LR
neals,-0.13582075064940619,Baseline_LR
nearby,-0.030315917133520717,Baseline_LR
nectarome,0.022686696991240738,Baseline_LR
nef,-0.26166104670957424,Baseline_LR
neff,-0.09609109709221894,Baseline_LR
neil,-0.03634712559904516,Baseline_LR
nereus,0.139039066759856,Baseline_LR
nespresso,0.16371263273259104,Baseline_LR
nest,-0.12144394621124896,Baseline_LR
nestangel,0.04297392683242998,Baseline_LR
net,0.03450509919212555,Baseline_LR
netflix,0.032487129608957215,Baseline_LR
new,0.3055852605924491,Baseline_LR
nice,-0.15631814313730405,Baseline_LR
nintendo,0.0209206408746374,Baseline_LR
nivea,0.12506996599034453,Baseline_LR
non,0.0520915483394939,Baseline_LR
normal,-0.048953594825610784,Baseline_LR
oakley,-0.1530221055378837,Baseline_LR
occitane,-0.026506016091335686,Baseline_LR
ogx,0.27376554498529376,Baseline_LR
oil,-0.13424640135608756,Baseline_LR
olaplex,-0.34274150462209235,Baseline_LR
old,0.34973301636267023,Baseline_LR
olufsen,-0.742044460029485,Baseline_LR
olympic,-0.2562824948278806,Baseline_LR
onkyo,-0.23842244774182275,Baseline_LR
opelex,0.5359030525920043,Baseline_LR
open,0.04203127185173661,Baseline_LR
options,0.2037368578039031,Baseline_LR
orange,-0.3624010525075918,Baseline_LR
ordinary,0.48287418816782457,Baseline_LR
oreal,-0.008199012772585895,Baseline_LR
organ,-0.044295701598626246,Baseline_LR
organic,-0.15626182305030306,Baseline_LR
organics,0.015960020249162186,Baseline_LR
original,0.10755737117539724,Baseline_LR
ourika,0.045373393982481476,Baseline_LR
outdoor,0.046830734324135245,Baseline_LR
outlet,-0.01277595300482213,Baseline_LR
oven,-0.047668771235501235,Baseline_LR
ovens,-0.43189502589128265,Baseline_LR
pack,0.6882635757288964,Baseline_LR
paid,0.04222007388974115,Baseline_LR
palmer,0.05250702780273132,Baseline_LR
palmolive,0.1766760359642601,Baseline_LR
panasonic,-0.00607818992970983,Baseline_LR
panten,0.3262636258961937,Baseline_LR
pantene,0.0359112652443444,Baseline_LR
paraben,1.498140870552863,Baseline_LR
parking,-0.09886216396408352,Baseline_LR
parma,0.008741078104913322,Baseline_LR
particular,-0.6187226380401917,Baseline_LR
patio,-0.00039019058137712743,Baseline_LR
paykel,0.01291654614469863,Baseline_LR
pears,-0.3555418258825629,Baseline_LR
pets,-0.011751366289999648,Baseline_LR
philips,-0.08771277166723776,Baseline_LR
phillips,0.2375448048564924,Baseline_LR
phone,0.05109251703454748,Baseline_LR
phosphate,-0.2640641369036616,Baseline_LR
piano,-0.11286315981800525,Baseline_LR
pillows,-0.3282914370959548,Baseline_LR
ping,-0.0704185478911466,Baseline_LR
pioneer,-0.5433618490125496,Baseline_LR
pit,0.05369268910575901,Baseline_LR
pizza,-0.7405758380135876,Baseline_LR
plastic,0.10894562038866876,Baseline_LR
plate,0.1646440146618815,Baseline_LR
play,-0.47507217844554284,Baseline_LR
player,0.19445939920096902,Baseline_LR
plus,-0.3365614314872905,Baseline_LR
pmc,0.4899443387705067,Baseline_LR
pocket,-0.13379835870286858,Baseline_LR
point,0.03917531394928509,Baseline_LR
polk,-0.6204133800600575,Baseline_LR
pong,-0.0704185478911466,Baseline_LR
pool,-0.01230437484788499,Baseline_LR
portable,0.10321278684909914,Baseline_LR
pour,-0.4917790248731071,Baseline_LR
premises,0.05920188746946133,Baseline_LR
premium,-0.005574015479385924,Baseline_LR
prija,-0.015146433584964652,Baseline_LR
prime,0.05674725599926496,Baseline_LR
private,0.015449437609711817,Baseline_LR
pro,0.011262355652189983,Baseline_LR
product,0.4905840623735705,Baseline_LR
products,0.21493169505568607,Baseline_LR
professional,0.47573729308022183,Baseline_LR
proof,0.04511584795688999,Baseline_LR
property,0.021756829624694097,Baseline_LR
protect,0.25316749027817786,Baseline_LR
provence,-0.4490231325524768,Baseline_LR
provide,-0.16613215268981288,Baseline_LR
provided,0.12735761697271256,Baseline_LR
ps2,0.16539268223512998,Baseline_LR
ps3,-0.0556109324734681,Baseline_LR
ps4,0.05274627191568683,Baseline_LR
ps5,0.035747076191489355,Baseline_LR
pure,0.029498548684933738,Baseline_LR
pureology,0.42363412161459746,Baseline_LR
quality,-0.16285965396017016,Baseline_LR
rack,-0.0475907390203658,Baseline_LR
radiant,0.3173728233161037,Baseline_LR
radio,0.14935829304396575,Baseline_LR
radox,-0.06926135163266092,Baseline_LR
random,0.31309202028357824,Baseline_LR
range,0.12304252984108367,Baseline_LR
rangemaster,0.007107531796776078,Baseline_LR
raspberry,0.1561214404916077,Baseline_LR
recommendations,-0.01841820797441313,Baseline_LR
record,-0.22227850785664965,Baseline_LR
redken,-0.1789295438393126,Baseline_LR
refill,0.10846903259578118,Baseline_LR
refrigerator,0.07476842271161796,Baseline_LR
regular,0.07258984074523865,Baseline_LR
remedies,0.29046802989757836,Baseline_LR
remedy,-0.21960552663270325,Baseline_LR
request,0.05223578913160228,Baseline_LR
residential,-0.012987010853817819,Baseline_LR
rice,0.42644316998757886,Baseline_LR
richards,-0.013499850500374055,Baseline_LR
richmond,0.050379478559447244,Baseline_LR
ring,-0.42190926482122176,Baseline_LR
rings,0.5894100878545552,Baseline_LR
ritual,-0.11005770355538816,Baseline_LR
rituals,0.2563438149980653,Baseline_LR
robert,-0.27871472425044375,Baseline_LR
roberts,-0.657813660627592,Baseline_LR
robin,-0.35210659672700695,Baseline_LR
roger,-0.2682585255325361,Baseline_LR
roku,0.03540494464571458,Baseline_LR
room,-0.15339780123132699,Baseline_LR
ruark,0.03585299975135874,Baseline_LR
russell,0.18111112074148017,Baseline_LR
safe,0.022253648406258167,Baseline_LR
safety,-0.19755467581012498,Baseline_LR
sage,0.15348683368146226,Baseline_LR
salon,-0.8868188317475986,Baseline_LR
samsung,-0.03939403367909954,Baseline_LR
sanctuary,-0.1421231852174963,Baseline_LR
sanex,0.08321543924036784,Baseline_LR
sauna,0.05167039679860063,Baseline_LR
savon,-0.05241393299342303,Baseline_LR
schwartzkopf,-0.07918643524239334,Baseline_LR
scottish,0.26072360835322206,Baseline_LR
sea,-1.5327452350017556,Baseline_LR
seasonally,0.1026910920271686,Baseline_LR
seat,-0.05711959104670876,Baseline_LR
sebamed,-0.4208515688123084,Baseline_LR
security,0.021756829624694097,Baseline_LR
seimens,-0.062469687373513064,Baseline_LR
self,-0.0014442476056903326,Baseline_LR
semme,0.04568508137783684,Baseline_LR
sensitive,-0.3391690936463753,Baseline_LR
series,0.18596502429332615,Baseline_LR
set,0.1728978913877042,Baseline_LR
shades,0.07730792330878172,Baseline_LR
shampoo,-0.02095957716056709,Baseline_LR
shared,0.01678579825897226,Baseline_LR
shea,0.04721962176911127,Baseline_LR
sheet,-0.9183154045428079,Baseline_LR
shelf,-0.030022475066815626,Baseline_LR
sherlock,-0.013749095143554713,Baseline_LR
shop,-0.02291275533263188,Baseline_LR
short,0.4004815021220662,Baseline_LR
shoulder,0.20522751910458684,Baseline_LR
shoulders,-0.15286824406682317,Baseline_LR
shower,0.026599700301520684,Baseline_LR
shwartzkopf,0.0550536042675614,Baseline_LR
siemens,-0.028596097004905528,Baseline_LR
silverware,0.06548531123094414,Baseline_LR
simens,0.10519343179141113,Baseline_LR
simple,-0.07171912133461633,Baseline_LR
simply,-0.08124344364111374,Baseline_LR
single,-0.17148114537176468,Baseline_LR
size,0.3100486588571908,Baseline_LR
sized,-0.0035161825725778806,Baseline_LR
ski,-0.04379623472481715,Baseline_LR
slip,0.053739153226423385,Baseline_LR
sls,-1.1510512599185976,Baseline_LR
small,0.00511528100600081,Baseline_LR
smart,0.14766818394634948,Baseline_LR
smeg,-0.04081267268427126,Baseline_LR
smoke,0.02602852283077287,Baseline_LR
smoking,0.04214140041348273,Baseline_LR
soames,-0.11170010795862238,Baseline_LR
soap,-0.03897318359153771,Baseline_LR
soaps,-0.2943921541514886,Baseline_LR
soho,-1.053364505206191,Baseline_LR
sonos,-0.07091228397343043,Baseline_LR
sonus,0.20670960172514086,Baseline_LR
sony,0.04129557282314148,Baseline_LR
soul,0.04296962572026717,Baseline_LR
sound,-0.01463109188394647,Baseline_LR
soundbar,0.07782136757007078,Baseline_LR
soundcore,-0.5125770818905764,Baseline_LR
source,-0.09421608508937318,Baseline_LR
spa,0.6790514768796148,Baseline_LR
space,-0.00022689834807396923,Baseline_LR
spaces,0.011081808054601367,Baseline_LR
speaker,-0.09594886107108654,Baseline_LR
speakers,-0.14286832466671925,Baseline_LR
specific,0.1390843072072317,Baseline_LR
spencer,-0.1452118525932365,Baseline_LR
split,0.14863894308066408,Baseline_LR
spotify,-0.37212805839879587,Baseline_LR
staff,0.0978521712417561,Baseline_LR
stainless,0.011700188744814492,Baseline_LR
standalone,0.0973877430025949,Baseline_LR
standard,-0.1787758354730505,Baseline_LR
starter,0.014174644882131803,Baseline_LR
stay,-0.6975789266976371,Baseline_LR
stays,0.009459302094549944,Baseline_LR
steel,0.011700188744814492,Baseline_LR
stereo,-0.052320821170805706,Baseline_LR
storage,0.1097364411186665,Baseline_LR
store,-0.050974253709343297,Baseline_LR
stories,-0.08296146539871323,Baseline_LR
stove,-0.06233270920021765,Baseline_LR
stoves,0.028231627760138503,Baseline_LR
street,0.02441717413158366,Baseline_LR
style,-0.0034055912312676035,Baseline_LR
sub,0.21754840581609472,Baseline_LR
subwoofer,-0.6288829951904769,Baseline_LR
sukin,0.1263369488608812,Baseline_LR
sulfate,-0.3520855158715557,Baseline_LR
sunkissed,0.1561214404916077,Baseline_LR
supermarket,0.20980959980011832,Baseline_LR
supplies,-1.2916668671226323,Baseline_LR
sure,-0.002831128669198567,Baseline_LR
surprise,-0.040602241700678124,Baseline_LR
surround,0.03895714796136174,Baseline_LR
sustainable,-0.25925535084131485,Baseline_LR
swan,-0.10051077494010976,Baseline_LR
switch,0.09837150321819908,Baseline_LR
symbolic,-0.05864215693419654,Baseline_LR
systems,-0.5359561364392808,Baseline_LR
table,0.1557531893214225,Baseline_LR
taylor,0.3027606940454934,Baseline_LR
taylors,0.4588664376156133,Baseline_LR
tba,-0.17755979942259584,Baseline_LR
tbc,-0.007136048140609756,Baseline_LR
tea,0.07084853225315665,Baseline_LR
technics,-0.1438343718188636,Baseline_LR
tefal,-0.9637108823566176,Baseline_LR
temple,-0.1717168353411523,Baseline_LR
term,0.009459302094549944,Baseline_LR
tesco,-0.04042539751366802,Baseline_LR
tiger,0.0036105651436723727,Baseline_LR
tigi,0.22316441900707112,Baseline_LR
time,0.20864885803197225,Baseline_LR
toaster,0.008276825732234998,Baseline_LR
toilet,0.04372031088431256,Baseline_LR
toiletries,0.15382091586626473,Baseline_LR
toni,0.22335549142255573,Baseline_LR
tooth,0.06492423590082,Baseline_LR
toys,-0.03671732625897449,Baseline_LR
trash,0.011013569049660433,Baseline_LR
travel,-0.8371252336289253,Baseline_LR
tre,-0.11793843831435456,Baseline_LR
tree,0.07084853225315665,Baseline_LR
trepadora,-0.2937900086013961,Baseline_LR
tres,0.06330536115640137,Baseline_LR
tresame,-0.19018815166245756,Baseline_LR
tresamme,-0.3478921463092498,Baseline_LR
treseme,-0.35278774548252306,Baseline_LR
tresemm,-0.17599095554193117,Baseline_LR
tresemme,0.022655028887810954,Baseline_LR
tressem,-0.29966452827169227,Baseline_LR
tresseme,-0.055752650373920014,Baseline_LR
tressemme,-0.2970515310709057,Baseline_LR
tressime,0.3435874962717945,Baseline_LR
tub,-0.37720120621037817,Baseline_LR
tv,0.05746030513795559,Baseline_LR
type,0.14863894308066408,Baseline_LR
u00a0in,0.08566173463253764,Baseline_LR
u00b4,-0.1769749606959015,Baseline_LR
u00e9,0.21564987084922912,Baseline_LR
u00e9al,0.09803015978416611,Baseline_LR
u00edvea,0.3669845615326645,Baseline_LR
u2013,-0.0011008680432029114,Baseline_LR
u2018ruark,0.08270358672525675,Baseline_LR
u2019,-0.2024223849528417,Baseline_LR
u2019n,0.6882635757288964,Baseline_LR
u2019or,0.08729234950384607,Baseline_LR
u2019s,0.05110256800723109,Baseline_LR
ue,-0.24094505290747484,Baseline_LR
ultimate,-0.019587663964910386,Baseline_LR
unbranded,0.1983511582849208,Baseline_LR
undercounter,-0.40391209825317204,Baseline_LR
unit,-0.06634772689315507,Baseline_LR
unknown,0.06897771448042857,Baseline_LR
use,-0.4485505070065526,Baseline_LR
usually,-0.03628365889145539,Baseline_LR
utensils,-0.03419575624577141,Baseline_LR
valet,0.22653058493797482,Baseline_LR
valley,0.022686696991240738,Baseline_LR
variable,-0.05153521392801323,Baseline_LR
varied,0.14375783922973256,Baseline_LR
varies,-0.1314232804452764,Baseline_LR
varieties,-0.09324004211777479,Baseline_LR
variety,-0.1989490721383709,Baseline_LR
various,-0.050354663776259384,Baseline_LR
vary,-0.5530079819035287,Baseline_LR
vegan,-0.38210609748579927,Baseline_LR
vera,-0.2640641369036616,Baseline_LR
verdi,0.18523843334629017,Baseline_LR
video,0.05674725599926496,Baseline_LR
volume,-0.05332022337745729,Baseline_LR
voted,-0.2640641369036616,Baseline_LR
waitros,0.508815678141524,Baseline_LR
waitrose,-0.07475174479240715,Baseline_LR
walk,0.08589580332739974,Baseline_LR
wardrobe,-0.014604111063343972,Baseline_LR
wash,0.08341394580361515,Baseline_LR
washer,-0.029544307409628254,Baseline_LR
washes,0.6120549919894562,Baseline_LR
waste,-0.14581017344422972,Baseline_LR
water,-0.2194050111847751,Baseline_LR
waterfront,0.014292347462717847,Baseline_LR
wella,0.4167682032895644,Baseline_LR
whirlpool,-0.0106206356507329,Baseline_LR
white,-0.09770998063739675,Baseline_LR
wholefoods,-0.09975781277061285,Baseline_LR
wifi,0.09930180039808555,Baseline_LR
wii,-0.0774508623436842,Baseline_LR
wilkins,0.7695937561266165,Baseline_LR
window,0.370212291580155,Baseline_LR
wine,0.16314344142997214,Baseline_LR
wok,0.2782916947557339,Baseline_LR
wonderboom,-0.5182846241203161,Baseline_LR
woofer,0.21754840581609472,Baseline_LR
work,-0.48134088988907403,Baseline_LR
workspace,0.08748265511766554,Baseline_LR
world,-0.6555876233652411,Baseline_LR
www,-0.03721920553424166,Baseline_LR
xbox,0.023525756772544707,Baseline_LR
yamaha,0.11446431210585137,Baseline_LR
yard,-0.12268163237584492,Baseline_LR
year,-0.20553043350160619,Baseline_LR
years,-0.38091079969108677,Baseline_LR
yes,0.15879338429222312,Baseline_LR
zanussi,-0.14649235697812885,Baseline_LR
neighbourhood_cleansed_Barking and Dagenham,0.03449625116638289,Ridge
neighbourhood_cleansed_Barnet,0.010623235825681867,Ridge
neighbourhood_cleansed_Bexley,-0.01964052518841195,Ridge
neighbourhood_cleansed_Brent,0.015929993984201175,Ridge
neighbourhood_cleansed_Bromley,0.01852687318181765,Ridge
neighbourhood_cleansed_Camden,0.032176704396580484,Ridge
neighbourhood_cleansed_City of London,0.012220784255567182,Ridge
neighbourhood_cleansed_Croydon,0.045604435989046364,Ridge
neighbourhood_cleansed_Ealing,-0.0005518179952612081,Ridge
neighbourhood_cleansed_Enfield,0.003951079865368145,Ridge
neighbourhood_cleansed_Greenwich,0.022123570133008034,Ridge
neighbourhood_cleansed_Hackney,-0.06883639291344582,Ridge
neighbourhood_cleansed_Hammersmith and Fulham,-0.001491757289959174,Ridge
neighbourhood_cleansed_Haringey,-0.01416292624263448,Ridge
neighbourhood_cleansed_Harrow,-0.04478434690505076,Ridge
neighbourhood_cleansed_Havering,0.029209972956119698,Ridge
neighbourhood_cleansed_Hillingdon,-0.005895808198930378,Ridge
neighbourhood_cleansed_Hounslow,0.030426034070005707,Ridge
neighbourhood_cleansed_Islington,-0.028917249416650876,Ridge
neighbourhood_cleansed_Kensington and Chelsea,0.02880684924721844,Ridge
neighbourhood_cleansed_Kingston upon Thames,0.028336372531023928,Ridge
neighbourhood_cleansed_Lambeth,0.0010709098981702997,Ridge
neighbourhood_cleansed_Lewisham,-0.0341648473303546,Ridge
neighbourhood_cleansed_Merton,-0.027463629717933438,Ridge
neighbourhood_cleansed_Newham,0.02247894374802158,Ridge
neighbourhood_cleansed_Redbridge,-0.007690049393626152,Ridge
neighbourhood_cleansed_Richmond upon Thames,-0.025662932838810177,Ridge
neighbourhood_cleansed_Southwark,-0.006804380728496383,Ridge
neighbourhood_cleansed_Sutton,-0.02733928513112552,Ridge
neighbourhood_cleansed_Tower Hamlets,-0.01568246175251973,Ridge
neighbourhood_cleansed_Waltham Forest,-0.03815968916692369,Ridge
neighbourhood_cleansed_Wandsworth,-0.032517113208240085,Ridge
neighbourhood_cleansed_Westminster,0.06378320217382949,Ridge
room_type_Entire home/apt,0.05590934536091526,Ridge
room_type_Hotel room,-0.08964531834759785,Ridge
room_type_Private room,0.016990391272421863,Ridge
room_type_Shared room,0.016745581722507338,Ridge
host_is_superhost_t,0.08658153235270978,Ridge
instant_bookable_t,0.0901227938377432,Ridge
name_sent,-0.01883183531948967,Ridge
1,0.0,Ridge
host_listings_count,0.033567763457675474,Ridge
accommodates,0.04339340978441398,Ridge
price,0.03980301121550585,Ridge
minimum_nights,-0.019726409424797715,Ridge
minimum_nights,-0.019726409424797715,Ridge
number_of_reviews,0.6196519402057848,Ridge
time_diff,0.1019845006053441,Ridge
review_scores_rating,0.29767336375433406,Ridge
host_listings_count^2,0.030884879099711528,Ridge
host_listings_count accommodates,-0.00521635023407634,Ridge
host_listings_count price,-0.034738853512405535,Ridge
host_listings_count minimum_nights,-0.000562277940485996,Ridge
host_listings_count minimum_nights,-0.000562277940485996,Ridge
host_listings_count number_of_reviews,0.004014168493452782,Ridge
host_listings_count time_diff,-0.019339783279127613,Ridge
host_listings_count review_scores_rating,-0.01279817616263185,Ridge
accommodates^2,-0.001085695662410753,Ridge
accommodates price,-0.01297818701037468,Ridge
accommodates minimum_nights,0.0011489772667430155,Ridge
accommodates minimum_nights,0.0011489772667430155,Ridge
accommodates number_of_reviews,0.015437057009307335,Ridge
accommodates time_diff,-0.03400556241295084,Ridge
accommodates review_scores_rating,-0.014771872964469582,Ridge
price^2,-0.021202433071882416,Ridge
price minimum_nights,-0.001858719370595845,Ridge
price minimum_nights,-0.001858719370595845,Ridge
price number_of_reviews,0.007227080355202912,Ridge
price time_diff,-0.012055321336808847,Ridge
price review_scores_rating,0.009652374355649756,Ridge
minimum_nights^2,0.01280731228671052,Ridge
minimum_nights minimum_nights,0.01280731228671052,Ridge
minimum_nights number_of_reviews,0.004707643543215034,Ridge
minimum_nights time_diff,-0.011021305945075074,Ridge
minimum_nights review_scores_rating,7.2280102698739e-05,Ridge
minimum_nights^2,0.01280731228671052,Ridge
minimum_nights number_of_reviews,0.004707643543215034,Ridge
minimum_nights time_diff,-0.011021305945075074,Ridge
minimum_nights review_scores_rating,7.2280102698739e-05,Ridge
number_of_reviews^2,-0.20145722698136884,Ridge
number_of_reviews time_diff,-0.3048096250829896,Ridge
number_of_reviews review_scores_rating,0.05041347766300698,Ridge
time_diff^2,-0.00792213208226887,Ridge
time_diff review_scores_rating,0.028773623114641624,Ridge
review_scores_rating^2,-0.23840279109537676,Ridge
10,0.05109450870979827,Ridge
100,0.006936895120629767,Ridge
102,-0.07052216858449226,Ridge
103,-0.08038405172503058,Ridge
104,0.03170703178696187,Ridge
105,-0.21573146225335413,Ridge
106,-0.13085487511915808,Ridge
107,0.11611866402789695,Ridge
108,-0.0256920278624295,Ridge
109,-0.0761390322683949,Ridge
11,0.0925484491116426,Ridge
110,0.13036501470697107,Ridge
111,-0.170278595431018,Ridge
112,0.05768148200916322,Ridge
113,-0.02571473374218165,Ridge
114,-0.10855782834718992,Ridge
12,0.02120120190431367,Ridge
120,0.3866621950297013,Ridge
124,-0.03121193305723871,Ridge
125,0.027994004351952116,Ridge
13,0.14082778593788406,Ridge
130,-0.0906706422394136,Ridge
131,0.16777202744177364,Ridge
132,0.05714187580627383,Ridge
137,0.12744195376444567,Ridge
139,0.06241474763286893,Ridge
14,0.08809754124880999,Ridge
140,-0.1403491182260206,Ridge
141,0.20850689270060796,Ridge
142,-0.1958639260028737,Ridge
145,-0.07471373544292965,Ridge
146,0.0828095613086191,Ridge
147,-0.19775793442661524,Ridge
148,0.19307284841371872,Ridge
149,0.07172063311956811,Ridge
15,0.11888068676836168,Ridge
150,0.035122214632848425,Ridge
151,0.11451055437071615,Ridge
152,0.015168520706563582,Ridge
153,0.11132318568887295,Ridge
154,0.20686439486016325,Ridge
155,-0.07738610021625844,Ridge
156,-0.07858715769399464,Ridge
157,-0.002396411451077059,Ridge
159,-0.013827334787597659,Ridge
16,0.09689037353500647,Ridge
161,-0.01201273217626715,Ridge
162,0.07033220734745987,Ridge
165,0.006256431368562974,Ridge
166,-0.03246598349337749,Ridge
167,-0.1993288159304716,Ridge
168,-0.13775517337769408,Ridge
17,0.026888938001966883,Ridge
170,0.23488518809622222,Ridge
171,0.006756097015204452,Ridge
173,-0.09545949542342748,Ridge
179,0.05724354850994613,Ridge
18,-0.229216278404953,Ridge
183,0.3705657260805835,Ridge
19,0.14228464167458876,Ridge
197,0.18164505165458344,Ridge
20,-0.19644405736631276,Ridge
204,0.11807496226568517,Ridge
209,0.06352838431647811,Ridge
21,0.023562062536490267,Ridge
211,0.05315622984682165,Ridge
212,-0.41103337433242815,Ridge
213,-0.08097725708832476,Ridge
214,0.027333395349969078,Ridge
215,0.0125273806920114,Ridge
216,0.11821931136418828,Ridge
217,-0.2011046566535223,Ridge
218,0.07779871727638892,Ridge
219,-0.2753708345305186,Ridge
22,-0.09323399386626577,Ridge
220,-0.11015325909486699,Ridge
23,-0.424444182321649,Ridge
230,-0.12376766941251596,Ridge
237,0.03882211729301762,Ridge
239,-0.20663110948700386,Ridge
24,0.0001498589824811456,Ridge
241,0.06943452753645575,Ridge
244,0.2090224843809298,Ridge
249,-0.17916506618092234,Ridge
25,-0.11917840173241685,Ridge
256,0.1438815756924718,Ridge
26,-0.12936966185158705,Ridge
265,-0.0662421716939867,Ridge
267,-0.027126330704133828,Ridge
268,-0.0839127999407245,Ridge
27,-0.19814759484436092,Ridge
273,0.12809448013579355,Ridge
276,0.14163135096175056,Ridge
28,-0.08916170744727903,Ridge
281,-0.15836747587874267,Ridge
29,0.04253841286126461,Ridge
291,0.02614822359551948,Ridge
2in1,-0.42464475704386206,Ridge
30,0.06899240977867621,Ridge
300,0.027713850737602918,Ridge
302,-0.12401221968839989,Ridge
31,0.2687140472817979,Ridge
314,0.11102076469974415,Ridge
32,-0.12309561119330141,Ridge
322,-0.16567164052163083,Ridge
323,-0.03329886184328965,Ridge
33,0.0746390989151743,Ridge
333,-0.002906893665759233,Ridge
34,-0.2012554793935336,Ridge
345,-0.11816415216859306,Ridge
35,-0.10874759157980125,Ridge
350,-0.006645066012837045,Ridge
353,-0.21295119839135465,Ridge
358,-0.0030076411834438974,Ridge
36,0.0260644770594912,Ridge
360,-0.06470467995932529,Ridge
369,-0.09848501677237018,Ridge
37,-0.04253605628042089,Ridge
373,0.06628221600733533,Ridge
38,-0.03135985109715121,Ridge
380,-0.04150596157182398,Ridge
39,-0.01197485910240465,Ridge
391,-0.2720814584260661,Ridge
392,0.09505646728730477,Ridge
394,-0.026200221810857956,Ridge
395,0.11977799370305908,Ridge
398,-0.14369708892889893,Ridge
40,-0.010305003477455504,Ridge
40g,0.055412416006981116,Ridge
41,0.05754964485247544,Ridge
412,0.037651195067127954,Ridge
416,0.01331540042047522,Ridge
418,-0.1545100847748079,Ridge
42,-0.06732030799549903,Ridge
43,0.009592804689914082,Ridge
44,-0.014895707659627751,Ridge
